Name,Province,Climate ID,Station ID,WMO ID,TC ID,Latitude (Decimal Degrees),Longitude (Decimal Degrees),Latitude,Longitude,Elevation (m),First Year,Last Year,HLY First Year,HLY Last Year,DLY First Year,DLY Last Year,MLY First Year,MLY Last Year
SARNIA CLIMATE,ONTARIO,6127519,44323,71746,TZR,43,-82.3,430000000,-821800000,181,2005,2021,2005,2021,2006,2021,,
TOBERMORY RCS,ONTARIO,6128330,45607,71767,TTR,45.23,-81.63,451400000,-813800000,213.5,2007,2021,2007,2021,2007,2021,,
WROXETER,ONTARIO,6129660,4603,,,43.86,-81.15,435148018,-810908016,335,1966,2020,,,1966,2020,1966,2006
AMHERSTBURG,ONTARIO,6130257,4607,,,42.1,-83.09,420612090,-830540068,182,1988,2021,,,1988,2021,1988,2006
DELHI CS,ONTARIO,6131983,27528,71573,XDI,42.87,-80.55,425200000,-803300000,231.7,1997,2021,1999,2021,1997,2021,1997,2006
FORT ERIE,ONTARIO,6132470,4635,,,42.88,-78.97,425300000,-785800000,179.8,1966,2021,,,1966,2021,1966,2006
GRIMSBY MOUNTAIN,ONTARIO,6133055,44123,,,43.18,-79.56,431101044,-793330042,170.6,2005,2021,,,2005,2021,2005,2006
HARROW CDA AUTO,ONTARIO,6133362,30266,71298,XHA,42.03,-82.9,420200000,-825400000,191,2000,2021,2000,2021,2000,2021,2000,2006
KINGSVILLE MOE,ONTARIO,6134190,4647,,,42.04,-82.67,420235064,-824026088,200,1960,2021,,,1960,2021,1960,2006
LONG POINT (AUT),ONTARIO,6134F10,9026,71464,WPS,42.53,-80.05,423200000,-800300000,175,1994,2021,1994,2021,1994,2021,,
NEW GLASGOW,ONTARIO,6135583,4656,,,42.51,-81.64,423052062,-813810092,198.1,1957,2021,,,1957,2021,1957,2006
PORT COLBORNE,ONTARIO,6136606,4671,,,42.88,-79.25,425300000,-791500000,175.3,1964,2021,,,1964,2021,1964,2006
PORT WELLER (AUT),ONTARIO,6136699,7790,71432,WWZ,43.25,-79.22,431500000,-791300000,79,1992,2021,1993,2021,1992,2021,2003,2006
RIDGETOWN RCS,ONTARIO,6137154,32473,71307,XRG,42.45,-81.88,422700000,-815300000,205.7,2003,2021,2003,2021,2003,2021,2003,2006
RIDGEVILLE,ONTARIO,6137161,4680,,,43.04,-79.33,430230000,-791930000,236.2,1950,2021,,,1950,2021,1950,2006
ST THOMAS WPCP,ONTARIO,6137362,4689,,,42.77,-81.21,424606006,-811218042,209.1,1980,2021,,,1980,2021,1980,2006
TILLSONBURG WWTP,ONTARIO,6138270,4699,,,42.86,-80.72,425119020,-804318072,213.4,1962,2021,,,1962,2021,1962,2006
VINELAND STATION RCS,ONTARIO,6139148,31367,71171,XVN,43.18,-79.4,431100000,-792400000,79.2,2002,2021,2002,2021,2002,2021,2003,2006
WELLAND-PELHAM,ONTARIO,6139449,44283,71752,TWL,42.97,-79.33,425800000,-792000000,178,2005,2021,2005,2021,2005,2021,2005,2006
WINDSOR RIVERSIDE,ONTARIO,6139520,4715,,,42.33,-82.93,422000000,-825600000,188.4,1866,2021,,,1866,2021,1866,2006
PORT COLBORNE (AUT),ONTARIO,613F606,9005,71463,WPC,42.87,-79.25,425200000,-791500000,183.5,1992,2021,1994,2021,1992,2021,2006,2006
ERIEAU (AUT),ONTARIO,613KLLM,9006,71465,WAJ,42.25,-81.9,421500413,-815400517,178,1992,2021,1994,2021,1992,2021,,
POINT PELEE CS,ONTARIO,613P001,27533,71303,XPT,41.95,-82.52,415655009,-823108002,176.8,1999,2021,2001,2021,1999,2021,1999,2006
ELORA RCS,ONTARIO,6142286,41983,71352,ZEL,43.65,-80.42,433900000,-802500000,376.4,2003,2021,2003,2021,2003,2021,2003,2006
FERGUS SHAND DAM,ONTARIO,6142400,4760,,,43.73,-80.33,434405088,-801949098,417.6,1939,2021,,,1939,2021,1939,2006
FERGUS MOE,ONTARIO,6142402,4761,,,43.7,-80.38,434206006,-802244028,396.2,1962,2021,,,1962,2021,1963,2006
GUELPH TURFGRASS,ONTARIO,6143089,45407,71833,TGT,43.55,-80.22,433300000,-801300000,325,2006,2021,2006,2021,2006,2021,2006,2006
KITCHENER/WATERLOO,ONTARIO,6144239,48569,71368,YKF,43.46,-80.38,432739000,-802243000,321.6,2010,2021,2010,2021,2010,2021,,
LONDON CS,ONTARIO,6144478,10999,71622,WSN,43.03,-81.15,430200000,-810900000,278,1994,2021,1994,2021,2002,2021,2002,2006
MOUNT FOREST (AUT),ONTARIO,6145504,7844,71631,WLS,43.98,-80.75,435900000,-804500000,414.5,1992,2021,1994,2021,1992,2021,2003,2006
ROSEVILLE,ONTARIO,6147188,4816,,,43.35,-80.47,432113026,-802825056,328,1972,2021,,,1972,2021,1972,2006
STRATHROY-MULLIFARRY,ONTARIO,6148122,27647,,,42.98,-81.64,425850022,-813834086,243,1997,2021,,,1997,2021,1997,2006
WOODSTOCK,ONTARIO,6149625,4835,,,43.14,-80.77,430810044,-804614040,281.9,1870,2021,,,1870,2021,1870,2006
BELLEVILLE,ONTARIO,6150689,4859,,,44.15,-77.39,440902052,-772341046,76.2,1866,2021,,,1866,2021,1866,2006
BURLINGTON PIERS (AUT),ONTARIO,6151061,7868,71437,WWB,43.3,-79.8,431800000,-794800000,77.4,1992,2021,1994,2021,1992,2021,,
CENTREVILLE,ONTARIO,6151309,4898,,,44.4,-76.91,442412090,-765428092,150,1985,2021,,,1985,2021,1986,2006
COBOURG (AUT),ONTARIO,6151684,7870,71431,WNC,43.95,-78.17,435700000,-781000000,77.7,1992,2021,1993,2021,1992,2021,2003,2006
COBOURG STP,ONTARIO,6151689,4905,,,43.97,-78.18,435800000,-781100000,79.2,1970,2021,,,1970,2021,1970,2006
GEORGETOWN WWTP,ONTARIO,6152695,4923,,,43.64,-79.88,433824018,-795245018,221,1962,2021,,,1962,2021,1962,2006
HAMILTON RBG CS,ONTARIO,6153301,27529,71297,XHM,43.29,-79.91,431730000,-795430000,102,1997,2021,2000,2021,1997,2021,1997,2006
OAKVILLE TWN,ONTARIO,6155750,45667,,,43.51,-79.69,433045000,-794124000,168,2007,2021,,,2007,2021,,
OSHAWA,ONTARIO,6155875,48649,71697,YOO,43.92,-78.88,435522000,-785300041,139.9,2010,2021,2010,2021,2010,2021,,
OSHAWA WPCP,ONTARIO,6155878,4996,,,43.87,-78.83,435200000,-785000000,83.8,1969,2020,,,1969,2020,1969,2006
POINT PETRE (AUT),ONTARIO,6156559,7925,71430,WQP,43.83,-77.15,435000000,-770900000,78.6,1992,2021,1993,2021,1992,2021,,
TORONTO CITY,ONTARIO,6158355,31688,71508,XTO,43.67,-79.4,434000000,-792400000,112.5,2002,2021,2002,2021,2002,2021,2003,2006
TORONTO CITY CENTRE,ONTARIO,6158359,48549,71265,YTZ,43.63,-79.4,433739000,-792346000,76.8,2009,2021,2009,2021,2010,2021,,
TRENTON AWOS,ONTARIO,6158872,30723,,XTR,44.12,-77.52,440703000,-773108000,86.3,2007,2021,2007,2021,2018,2021,,
TRENTON A,ONTARIO,6158875,5126,71621,YTR,44.12,-77.53,440700000,-773200000,86.3,1935,2021,1953,2021,1935,2020,1935,2017
TORONTO NORTH YORK,ONTARIO,615S001,26953,,,43.78,-79.47,434648072,-792804038,187,1994,2021,,,1994,2021,1994,2006
SOUTHERN ONTARIO EMERGENCY PORTABLE WEATHER STATION,ONTARIO,615S002,29846,,WOW,43.27,-79.78,431600000,-794700000,0,2007,2020,2007,2020,2018,2020,,
HALIBURTON 3,ONTARIO,6163171,5170,,,45.03,-78.53,450156094,-783152014,330,1987,2021,,,1987,2021,1987,2006
PETERBOROUGH A,ONTARIO,6166415,48952,71436,YPQ,44.23,-78.36,441348000,-782148000,191.4,2010,2021,2010,2021,2010,2021,,
PETERBOROUGH TRENT U,ONTARIO,6166456,43763,71672,TPQ,44.35,-78.3,442100000,-781800000,216,2005,2021,2005,2021,2005,2021,2006,2006
SONYA SUNDANCE MEADOWS,ONTARIO,6168100,31010,,,44.22,-78.95,441300000,-785700000,275,2001,2021,,,2001,2021,2001,2006
TAPLEY,ONTARIO,6168525,44205,,,44.17,-78.5,441014040,-783005094,270,2005,2021,,,2005,2021,2005,2006
BANCROFT AUTO,ONTARIO,616I001,26799,71294,WRK,45.07,-77.88,450417000,-775244000,330.7,1995,2021,1995,2021,1995,2021,1997,2006
BEAUPORT,QUEBEC,7010565,27803,71578,XBO,46.84,-71.2,465013000,-711150000,10,1999,2021,1999,2021,1999,2021,,
COTEAU DU LAC,QUEBEC,7011947,5217,,,45.32,-74.17,451900000,-741000000,49.4,1966,2020,,,1966,2020,1966,2018
DESCHAMBAULT,QUEBEC,7011982,5220,,,46.67,-71.92,464000000,-715500000,15.2,1971,2020,,,1971,2020,1971,2018
DESCHAMBAULT,QUEBEC,7011983,27325,71389,WHQ,46.69,-71.97,464127000,-715818000,61,1997,2021,1997,2021,1997,2021,,
HEROUXVILLE,QUEBEC,7013100,5225,,,46.67,-72.6,464000000,-723600000,145,1966,2020,,,1966,2020,1966,2018
ILE D'ORLEANS,QUEBEC,70132G9,8989,71424,WER,47,-70.81,465948000,-704830000,3.6,1992,2021,1994,2021,1992,2021,,
L'ASSOMPTION,QUEBEC,7014160,5237,71524,WEW,45.81,-73.43,454834000,-732605000,21,1930,2021,1994,2021,1930,2021,1930,1994
LES CEDRES,QUEBEC,7014290,5239,,,45.3,-74.05,451800000,-740300000,47.2,1913,2020,,,1913,2020,1913,2018
LOUISEVILLE,QUEBEC,7014332,5243,,,46.27,-73.02,461600000,-730100000,45,1967,2020,,,1967,2020,1967,2018
OKA,QUEBEC,7015730,5248,,,45.5,-74.07,453000000,-740400000,91.4,1937,2020,,,1937,2020,1937,2018
L'ETAPE,QUEBEC,7015791,10871,71382,WPD,47.56,-71.23,473344000,-711344000,791.2,1993,2021,1994,2021,1993,2021,2005,2005
RIGAUD,QUEBEC,7016470,5252,,,45.5,-74.37,453000000,-742200000,46,1963,2020,,,1963,2020,1963,2018
RIVIERE VERTE OUEST,QUEBEC,7016675,5254,,,46.98,-71.83,465900000,-715000000,213.4,1966,2020,,,1966,2020,1966,2018
ST ALBAN,QUEBEC,7016800,5255,,,46.72,-72.08,464300000,-720500000,76.2,1949,2020,,,1949,2020,1949,2018
ST ALEXIS DES MONTS,QUEBEC,7016816,5256,,,46.53,-73.15,463200000,-730900000,183,1963,2020,,,1963,2020,1963,2018
STE ANNE DE LA PERADE,QUEBEC,7016840,5257,,,46.58,-72.23,463500000,-721400000,16,1949,2020,,,1949,2020,1949,2018
STE BEATRIX,QUEBEC,7016902,5259,,,46.2,-73.6,461200000,-733600000,198,1974,2020,,,1974,2020,1974,2018
ST CHARLES DE MANDEVILLE,QUEBEC,7016960,5262,,,46.35,-73.35,462100000,-732100000,167.6,1921,2020,,,1921,2020,1921,2018
STE CHRISTINE,QUEBEC,7017000,5266,,,46.82,-71.92,464900000,-715500000,152.1,1950,2020,,,1950,2020,1950,2018
ST COME,QUEBEC,7017080,5268,,,46.28,-73.75,461700000,-734500000,244,1950,2020,,,1950,2020,1950,2018
ST NARCISSE,QUEBEC,7017585,5281,,,46.53,-72.43,463200000,-722600000,46,1973,2020,,,1973,2020,1973,2018
SHAWINIGAN,QUEBEC,7018001,27646,71370,XSH,46.56,-72.73,463348000,-724400000,110,1998,2021,1999,2021,1998,2021,,
TROIS-RIVIERES,QUEBEC,7018562,10764,71724,WTY,46.35,-72.52,462113000,-723058000,6,1993,2021,1994,2021,1993,2021,2005,2005
TROIS-RIVIERES,QUEBEC,7018563,8321,71729,GRQ,46.37,-72.68,462200000,-724100000,62.2,1963,2021,1963,2021,2004,2021,,
VALCARTIER A,QUEBEC,7018573,29452,71716,YOY,46.9,-71.5,465401000,-713012000,167.6,2000,2021,2000,2021,2013,2021,,
VALCARTIER A,QUEBEC,7018574,5293,71716,YOY,46.9,-71.5,465400000,-713000000,167.6,1978,2021,1978,2021,1978,1981,1978,1981
ILE AUX GRUES,QUEBEC,701LBPH,10247,,WIG,47.07,-70.53,470425000,-703159000,18.3,1994,2021,1994,2021,2018,2021,,
LAC AUX SABLES,QUEBEC,701LEEH,5203,,,46.87,-72.4,465200000,-722400000,160,1964,2020,,,1964,2020,1964,2018
LAC SAINT-PIERRE,QUEBEC,701LP0N,10975,71198,WBS,46.18,-72.92,461100000,-725500000,16.2,1994,2021,1994,2021,1995,2021,,
STE-FOY (U. LAVAL),QUEBEC,701Q004,27377,71392,WJB,46.78,-71.29,464649000,-711715000,91.4,1996,2021,1996,2021,1997,2021,,
LEMIEUX,QUEBEC,701Q009,29714,71616,MLU,46.3,-72.06,461813000,-720339000,97.2,1999,2021,1999,2021,1999,2021,,
QUEBEC/JEAN LESAGE INTL,QUEBEC,701S001,26892,71714,WQB,46.8,-71.38,464813000,-712254000,60,1992,2021,2005,2021,1992,2021,1998,2016
ARTHABASKA,QUEBEC,7020305,5310,,,46.02,-71.95,460100000,-715700000,140,1969,2020,,,1969,2020,1969,2018
BEAUSEJOUR,QUEBEC,7020567,5315,,,46.67,-71.17,464000000,-711000000,106.7,1975,2020,,,1975,2020,1975,2018
BONSECOURS,QUEBEC,7020828,5322,,,45.4,-72.27,452400000,-721600000,297.2,1967,2020,,,1967,2020,1967,2018
BROMPTONVILLE,QUEBEC,7020860,5327,,,45.48,-71.95,452900000,-715700000,130,1957,2020,,,1957,2020,1957,2018
COATICOOK,QUEBEC,7021840,5339,,,45.15,-71.8,450900000,-714800000,259.1,1949,2020,,,1949,2020,1949,2018
DANVILLE,QUEBEC,7021954,5345,,,45.82,-71.98,454900000,-715900000,190,1871,2020,,,1871,2020,1871,2018
DRUMMONDVILLE,QUEBEC,7022160,5348,,,45.88,-72.48,455300000,-722900000,82.3,1913,2020,,,1913,2020,1913,2018
FARNHAM,QUEBEC,7022320,5358,,,45.3,-72.9,451800000,-725400000,68,1917,2020,,,1917,2020,1917,2018
FLEURY,QUEBEC,7022375,5361,,,45.8,-73,454800000,-730000000,30.5,1967,2020,,,1967,2020,1967,2018
FORTIERVILLE,QUEBEC,7022494,5362,,,46.48,-72.05,462900000,-720300000,53.3,1973,2020,,,1973,2020,1973,2018
FRELIGHSBURG,QUEBEC,7022579,10815,71373,WFQ,45.03,-72.85,450200000,-725100000,224,1993,2021,1994,2021,1993,2021,,
GEORGEVILLE,QUEBEC,7022720,5368,,,45.13,-72.23,450800000,-721400000,266.7,1951,2020,,,1951,2020,1951,2018
GRANBY,QUEBEC,7022800,5369,,,45.38,-72.72,452300000,-724300000,175,1948,2020,,,1948,2020,1948,2018
GRANBY,QUEBEC,7022802,42013,,MGB,45.37,-72.77,452222000,-724626000,86,2003,2021,2003,2021,2018,2021,,
HEMMINGFORD FOUR WINDS,QUEBEC,7023075,5373,,,45.07,-73.72,450400000,-734300000,61,1960,2020,,,1960,2020,1960,2018
LAC MEGANTIC 2,QUEBEC,7023677,5385,,,45.6,-70.87,453600000,-705200000,426,1963,2020,,,1963,2020,1963,2018
LAPRAIRIE,QUEBEC,7024100,5389,,,45.38,-73.43,452300000,-732600000,30,1963,2020,,,1963,2020,1963,2018
LAURIERVILLE,QUEBEC,7024250,5392,,,46.33,-71.67,462000000,-714000000,152,1963,2020,,,1963,2020,1963,2018
LAUZON,QUEBEC,7024254,5393,,,46.82,-71.1,464900000,-710600000,69,1978,2020,,,1978,2020,1979,2018
LENNOXVILLE,QUEBEC,7024280,5397,71611,WQH,45.37,-71.82,452208000,-714925000,181,1888,2021,1994,2021,1888,2021,1888,1995
LINGWICK,QUEBEC,7024320,5398,,,45.63,-71.37,453800000,-712200000,266.7,1952,2020,,,1952,2020,1952,2018
MAGOG,QUEBEC,7024440,5401,,,45.27,-72.12,451600000,-720700000,274,1948,2020,,,1948,2020,1948,2018
MARIEVILLE,QUEBEC,7024627,5406,,,45.4,-73.13,452400000,-730800000,38,1960,2020,,,1960,2020,1960,2018
MCTAVISH,QUEBEC,7024745,10761,71612,WTA,45.5,-73.58,453017070,-733445000,72.8,1994,2021,1994,2021,1994,2021,,
NICOLET,QUEBEC,7025442,10732,71723,WNQ,46.23,-72.66,461333000,-723926000,8,1993,2021,1994,2021,1993,2021,,
ORMSTOWN,QUEBEC,7025745,5429,,,45.12,-74.05,450700000,-740300000,45.7,1962,2020,,,1962,2020,1962,2018
PIERREVILLE,QUEBEC,7026043,5432,,,46.08,-72.83,460500000,-725000000,15.2,1980,2020,,,1980,2020,1981,2018
RICHMOND,QUEBEC,7026465,5440,,,45.63,-72.13,453800000,-720800000,123.1,1871,2020,,,1871,2020,1871,2018
RIVIERE DES PRAIRIES,QUEBEC,7026612,5441,,,45.7,-73.5,454200000,-733000000,9,1973,2020,,,1973,2020,1973,2018
SABREVOIS,QUEBEC,7026734,5444,,,45.22,-73.2,451300000,-731200000,38.1,1975,2020,,,1975,2020,1975,2018
ST ANICET,QUEBEC,7026836,5448,,,45.13,-74.35,450800000,-742100000,53.3,1960,2020,,,1960,2020,1960,2018
ST BERNARD DE LACOLLE,QUEBEC,7026916,5452,,,45.08,-73.38,450500000,-732300000,49.3,1973,2020,,,1973,2020,1973,2018
STE-CLOTILDE,QUEBEC,7027039,10762,71614,WIT,45.17,-73.68,451002000,-734044000,53,1993,2021,1994,2021,1993,2021,,
ST COME DE LINIERE,QUEBEC,7027083,5457,,,46.05,-70.52,460300000,-703100000,243.8,1965,2020,,,1965,2020,1965,2018
ST EPHREM,QUEBEC,7027200,5462,,,46.07,-70.97,460400000,-705800000,312.4,1929,2020,,,1929,2020,1929,2018
ST GEORGES,QUEBEC,7027283,5485,,,46.15,-70.7,460900000,-704200000,167.6,1963,2020,,,1963,2020,1963,2018
MONTREAL/ST-HUBERT,QUEBEC,7027329,48374,71371,YHU,45.52,-73.42,453103000,-732501000,27.4,2009,2021,2009,2021,2009,2021,,
ST HYACINTHE 2,QUEBEC,7027361,5492,,,45.57,-72.92,453400000,-725500000,33,1963,2020,,,1963,2020,1963,2018
SAINT-GERMAIN-DE-GRANTHAM,QUEBEC,7027470,47587,71967,MSI,45.83,-72.54,454931200,-723213100,85,2008,2021,2008,2021,2008,2021,,
ST LUDGER,QUEBEC,7027516,5500,,,45.75,-70.68,454500000,-704100000,335,1964,2020,,,1964,2020,1964,2018
ST MALO D AUCKLAND,QUEBEC,7027520,5502,,,45.2,-71.5,451200000,-713000000,564,1949,2020,,,1949,2020,1949,2018
STE MARTINE,QUEBEC,7027540,5503,,,45.22,-73.85,451300000,-735100000,38.1,1963,2020,,,1963,2020,1963,2018
ST NAZAIRE,QUEBEC,7027588,5506,,,45.73,-72.62,454400000,-723700000,68.6,1973,2020,,,1973,2020,1973,2018
ST PIERRE DE BROUGHTON,QUEBEC,7027656,5509,,,46.25,-71.22,461500000,-711300000,365.8,1965,2020,,,1965,2020,1965,2018
ST PROSPER,QUEBEC,7027660,5510,,,46.22,-70.5,461300000,-703000000,281.9,1963,2020,,,1963,2020,1963,2018
ST SEVERIN,QUEBEC,7027733,5516,,,46.33,-71.05,462000000,-710300000,442,1964,2020,,,1964,2020,1965,2017
SAWYERVILLE NORD,QUEBEC,7027802,5526,,,45.37,-71.53,452200000,-713200000,345.9,1961,2020,,,1961,2020,1961,2018
SCOTT,QUEBEC,7027840,5527,,,46.5,-71.08,463000000,-710500000,144.8,1950,2020,,,1950,2020,1950,2018
SHERBROOKE,QUEBEC,7028123,48371,71610,YSC,45.44,-71.69,452619000,-714129000,241.4,2009,2021,2009,2021,2009,2021,,
SOREL,QUEBEC,7028200,5532,,,46.03,-73.12,460200000,-730700000,14.6,1914,2020,,,1914,2020,1914,2018
SUTTON,QUEBEC,7028292,5538,,,45.07,-72.68,450400000,-724100000,243.8,1978,2020,,,1978,2020,1978,2018
THETFORD MINES,QUEBEC,7028441,5542,,,46.1,-71.35,460600000,-712100000,381,1960,2020,,,1960,2020,1960,2016
THETFORD MINES RCS,QUEBEC,7028442,45309,71494,MTH,46.05,-71.27,460257002,-711558004,430,2006,2021,2006,2021,2006,2021,,
VERCHERES,QUEBEC,7028700,5564,,,45.77,-73.37,454600000,-732200000,21,1963,2020,,,1963,2020,1963,2018
BEAUCEVILLE,QUEBEC,7028754,26777,71323,WHV,46.21,-70.79,461218000,-704706000,229.2,1994,2021,1994,2021,1994,2021,,
LAC MEMPHREMAGOG,QUEBEC,702CFGG,10801,,WTT,45.27,-72.17,451600000,-721000000,208.7,1994,2021,1994,2021,2018,2021,,
STE-ANNE-DE-BELLEVUE 1,QUEBEC,702FHL8,10873,71377,WVQ,45.43,-73.93,452538000,-735545000,39,1993,2021,1994,2021,1993,2021,,
ST-ANICET 1,QUEBEC,702FQLF,10982,71712,WBZ,45.12,-74.29,450715000,-741722000,49.1,1994,2021,1994,2021,1994,2021,,
ST CAMILLE WOLFE,QUEBEC,702FR30,5300,,,45.67,-71.73,454000000,-714400000,268.2,1975,2020,,,1975,2020,1975,2018
L'ACADIE,QUEBEC,702LED4,10843,71372,WIZ,45.29,-73.35,451738000,-732058000,43.8,1994,2021,1994,2021,1994,2021,,
MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,QUEBEC,702S006,30165,71183,WTQ,45.47,-73.74,452804000,-734430000,32.1,2002,2021,2008,2021,2002,2021,,
ANGERS,QUEBEC,7030170,5574,,,45.55,-75.55,453300000,-753300000,91,1962,2020,,,1962,2020,1962,2018
ARUNDEL,QUEBEC,7030310,5575,,,45.95,-74.62,455700000,-743700000,191.4,1963,2020,,,1963,2020,1963,2017
CHARTERIS,QUEBEC,7031315,5584,,,45.68,-76.43,454100000,-762600000,168,1980,2020,,,1980,2020,1980,2018
CHELSEA,QUEBEC,7031360,5585,,,45.52,-75.78,453100000,-754700000,112.5,1927,2020,,,1927,2020,1927,2018
CHENEVILLE,QUEBEC,7031375,5586,,,45.9,-75.08,455400000,-750500000,222.5,1964,2020,,,1964,2020,1964,2018
HIGH FALLS,QUEBEC,7033121,27717,71391,XHF,45.84,-75.65,455022000,-753853000,194.6,1999,2021,1999,2021,1999,2021,,
LACHUTE,QUEBEC,7033650,5594,,,45.65,-74.33,453900000,-742000000,91.4,1963,2020,,,1963,2020,1963,2018
LA MACAZA,QUEBEC,7033939,5599,,,46.37,-74.77,462200000,-744600000,243.8,1976,2020,,,1976,2020,1976,2018
LUSKVILLE,QUEBEC,7034365,5604,,,45.53,-76.05,453200000,-760300000,68.9,1980,2020,,,1980,2020,1981,2018
MANIWAKI AIRPORT,QUEBEC,7034482,5606,71721,WMJ,46.27,-75.99,461629000,-755931000,199.7,1972,2021,1994,2021,1993,2021,1972,2005
NOTRE DAME DE LA PAIX,QUEBEC,7035666,5619,,,45.8,-74.98,454800000,-745900000,183,1979,2020,,,1979,2020,1979,2018
STE ANNE DU LAC,QUEBEC,7036855,5627,,,46.85,-75.33,465100000,-752000000,262.1,1963,2020,,,1963,2020,1963,2018
ST HIPPOLYTE,QUEBEC,7037310,5630,,,45.98,-74,455900000,-740000000,365.8,1961,2020,,,1961,2020,1961,2018
ST JEROME,QUEBEC,7037400,5631,,,45.8,-74.05,454800000,-740300000,169.5,1932,2020,,,1932,2020,1932,2018
WRIGHT,QUEBEC,7038975,5642,,,46.07,-76.05,460400000,-760300000,141.7,1967,2020,,,1967,2020,1967,2018
ST-JOVITE,QUEBEC,703GDKB,10868,71376,WJT,46.08,-74.56,460449000,-743321000,238.5,1994,2021,1994,2021,1994,2021,,
BAIE-COMEAU A,QUEBEC,7040442,30173,71890,GBC,49.13,-68.2,490800000,-681200000,21.6,2004,2021,2004,2021,2005,2021,2005,2005
BAIE-COMEAU,QUEBEC,7040444,48968,71691,YBC,49.13,-68.2,490757000,-681216000,21.6,2010,2021,2010,2021,2010,2021,,
CAPE WHITTLE,QUEBEC,7041100,5672,71374,WQW,50.16,-60.06,500947000,-600342000,7,1963,2021,1994,2021,1963,2021,1963,1968
CAP-ROUGE,QUEBEC,7041166,10963,71186,WQM,48.37,-70.54,482227000,-703207000,7.3,1994,2021,1994,2021,1994,2021,,
CHARLEVOIX (MRC),QUEBEC,7041312,27442,71319,WIS,47.28,-70.64,471703000,-703815000,722.74,1997,2021,1997,2021,1997,2021,,
CHATEAU RICHER,QUEBEC,7041330,5674,,,46.97,-71.03,465800000,-710200000,15.2,1980,2020,,,1980,2020,1981,2018
CHEVERY,QUEBEC,7041382,8456,71814,WDM,50.47,-59.64,502754000,-593822000,7.7,1992,2021,1994,2021,1992,2021,,
CAP-TOURMENTE,QUEBEC,7041JG6,10869,71384,WTN,47.08,-70.78,470443000,-704651000,6,1993,2021,1994,2021,1993,2021,,
FORET MONTMORENCY RCS,QUEBEC,7042395,32413,71212,MFM,47.32,-71.15,471922000,-710854000,672.8,2003,2021,2003,2021,2003,2021,,
HAVRE ST. PIERRE,QUEBEC,7043019,48970,71584,YGV,50.28,-63.61,501655000,-633641000,37.8,2010,2021,2010,2021,2010,2021,,
ILE AUX PERROQUETS,QUEBEC,7043B79,10937,71375,WQR,50.22,-64.21,501315000,-641226000,9,1994,2021,1994,2021,1994,2021,,
ILE ROUGE,QUEBEC,7043BP9,8674,71426,WAF,48.07,-69.56,480408000,-693320000,5.9,1993,2021,1994,2021,1993,2021,,
LES BUISSONS,QUEBEC,7044288,5701,,,49.12,-68.38,490700000,-682300000,15,1973,2020,,,1973,2020,1973,2018
LONGUE-POINTE-DE-MINGAN,QUEBEC,7044328,10977,71512,WBT,50.27,-64.23,501617000,-641335000,11,1994,2021,1994,2021,1994,2021,,
MONT STE-ANNE,QUEBEC,7045326,43184,,,47.07,-70.91,470424000,-705424000,167.6,2005,2021,,,2005,2021,,
NATASHQUAN A,QUEBEC,7045398,48971,71513,YNA,50.19,-61.79,501124000,-614720000,11.9,2010,2021,2010,2021,2010,2021,,
NATASHQUAN AIRPORT,QUEBEC,7045401,30168,71813,MNT,50.19,-61.81,501124004,-614839001,11.7,2008,2021,2008,2021,2008,2021,,
POINTE DE L'ISLET,QUEBEC,7046059,10966,71190,WQD,48.14,-69.72,480808000,-694259000,7,1994,2021,1994,2021,1995,2021,,
POINTE CLAVEAU,QUEBEC,704607C,10964,71189,WQV,48.26,-70.11,481537000,-700652000,4,1994,2021,1994,2021,1994,2021,,
SEPT-ILES,QUEBEC,7047914,42683,71279,XZV,50.22,-66.25,501300000,-661500000,52.6,2002,2021,2002,2021,2002,2021,2005,2005
LAC EON,QUEBEC,704C64L,8404,71421,WEO,51.87,-63.28,515202000,-631701000,588.9,1993,2021,1994,2021,1993,2021,,
POINTE-DES-MONTS,QUEBEC,704F0PN,9029,71427,WTG,49.32,-67.38,491900000,-672252000,5.9,1992,2021,1994,2021,1992,2021,,
RIVIERE AU TONNERRE,QUEBEC,704FEG0,5650,,,50.28,-64.78,501700000,-644700000,15.2,1965,2020,,,1965,2020,1965,2018
POINTE NOIRE CS,QUEBEC,704Q003,27326,71390,WIP,50.16,-66.43,500945000,-662602000,24,1997,2021,1997,2021,1997,2021,,
BAIE-COMEAU,QUEBEC,704S001,26889,71829,WFW,49.26,-68.15,491533000,-680845000,129.5,1995,2021,1995,2021,1996,2021,,
CAP-D'ESPOIR,QUEBEC,7051050,9001,71429,WRZ,48.42,-64.32,482510000,-641901000,15.4,1992,2021,1994,2021,1992,2021,,
CAP DES ROSIERS,QUEBEC,7051055,5779,,,48.85,-64.2,485100000,-641200000,15,1973,2020,,,1973,2020,1973,2018
CAP-MADELEINE,QUEBEC,7051163,8999,71425,WSF,49.25,-65.32,491503000,-651929000,29,1992,2021,1994,2021,1992,2021,,
CAUSAPSCAL,QUEBEC,7051200,5785,,,48.37,-67.23,482200000,-671400000,168,1913,2020,,,1913,2020,1913,2018
HEATH POINT,QUEBEC,7053038,8675,71423,WHP,49.09,-61.7,490507000,-614202000,7,1992,2021,1994,2021,1992,2021,,
